	1068841_20180306_S	1112926_20171212_S	1128691_20171206_S	1128691_20171218_S	1128691_20180116_S	1162967_20180116_S	1255498_20171212_S	1282052_20180206_S	1316935_20180417_S	1316979_20171215_S	1447437_20171006_S	1465461_20180406_S	1470026_20180502_S	1565754_20171128_S	1565754_20180403_S	1586713_20180309_S	1593967_20180424_S	1593973_20180427_S	1593973_20180504_S	1598281_20180508_S	1651490_20171010_S	1651490_20180206_S	1658447_20171006_S	1664053_20180406_S	1690154_20180406_S	1723809_20180227_S	1834617_20180501_S	1845116_20180403_S	1862551_20180123_S	623361_20180123_S	634207_20180510_S	634207_20180517_S	639354_20171206_S	642660_20180601_S	650003_20180207_S	650003_20180213_S	652927_20180226_S	658355_20170925_S	658355_20171204_S	658355_20180122_S	658355_20180301_S	658355_20180321_S	670829_20170922_S	670829_20171001_S	670829_20171005_S	670829_20180201_S	673895_20180122_S	673895_20180205_S	676138_20171001_S	676138_20171009_S	676138_20180130_S	676138_20180323_S	676138_20180405_S	698564_20171001_S	698564_20180215_S	698564_20181205_S	698917_20171207_S	698917_20180119_S	698917_20180128_S	698917_20180329_S	701099_20180504_S	701099_20180517_S	715927_20180205_S	715927_20180213_S	717449_20180606_S	720054_20170925_S	720054_20171120_S	748160_20180321_S	748160_20180329_S	748699_20180329_S	748699_20180410_S	748699_20190101_S	748699_20190109_S	748699_20190114_S	752797_20170918_S	752797_20170927_S	752797_20180306_S	753522_20180606_S	756934_20181205_S	756934_20181218_S	763742_20170925_S	763742_20180129_S	768745_20171123_S	768745_20171206_S	768745_20190228_BAL	768745_20190228_S	770560_20181211_S	770560_20181218_S	770560_20190109_S	770590_20170925_S	770590_20180115_S	773911_20171213_S	773911_20180130_S	777599_20180306_S	777851_20170918_S	778851_20171204_S	778851_20180212_S	785991_20171129_S	785991_20171206_S	785991_20171213_S	785991_20180215_S	785991_20180321_S	788707_20171213_S	788707_20180129_S	788707_20180301_S	788707_20180308_S	788707_20180313_S	788707_20181116_S	788707_20181126_S	802187_20180321_S	802971_20180605_S	810653_20180115_S	825012_20171123_S	825012_20171129_S	825012_20171206_S	825012_20181113_S	825012_20181120_S	825012_20181126_S	848255_20190228_S	875028_20180115_S	877469_20190115_S	892355_20180123_S	895293_20180502_S	896213_20180427_S	913873_20180417_S	980574_20180403_S	983493_20180123_S
DNA Processing; DNA uptake, competence	19815.5373284386	16238.8886555607	5985.07766462988	7790.65927832982	5660.06976173445	12015.1532452407	20115.0213893074	15498.6681421733	17499.3098408872	15908.7818000359	19260.2656370364	18785.6795841908	12409.2397211717	17846.5905267837	19293.571090067	22554.6712163789	18404.0767868349	18485.3325178716	20293.4372024789	17765.8382251957	16161.7553185116	16351.8077666461	22160.4928712438	16199.0078804971	15852.5684392427	17569.4197816743	17571.2658775245	15059.0317199123	12202.0161083463	18336.7501538218	16478.4441758827	14528.4569942701	10777.1432308786	25517.0446913169	8084.57181391367	13765.0221657407	12751.564018946	18201.6223154482	17586.2313794433	21863.7619235159	20639.8158956818	18492.7815582632	12633.5875986975	16706.7614093723	18681.5202824116	14058.85663689	9995.69633021136	15182.139030594	12154.0668211142	9178.25412686311	12775.8188095594	9726.78642285662	9973.03896939847	7698.66116069222	24583.5872267639	21835.85020734	13025.7015535619	19043.7533533382	18076.2999498131	12687.0270350951	16905.859009103	15794.1429574311	19245.1925975623	14886.0556153961	21618.2709915891	20728.7187910205	20405.7583382133	14985.8499417582	15989.8777161621	21495.1670360577	11491.7236289571	19437.2331748341	20805.3346358967	17515.7987962017	20726.9615475008	15193.4718112191	24233.9422953279	25675.5644353505	13558.4531444794	18525.4967308528	17157.4354021347	21980.7930445016	15971.0641230511	16396.2269158307	6663.4478583061	19658.4830105919	16902.1602979514	20723.4960400775	24174.3627069132	14300.4900779063	22523.3428742405	18071.5405788925	18043.4757938581	17172.6130921204	17074.5577691471	14772.9611469988	17772.4743682053	16750.076741774	16988.0852208703	14573.0646916137	20189.6228082943	15679.9434564122	20636.7261713682	19265.3910563302	19687.4525297681	19217.7127884785	22217.7576799607	22585.9752845797	20303.2738783999	13985.8991081463	13451.8291750703	19139.4834991956	20664.5946635398	18429.2588394865	18273.3296119454	19715.5561183366	24947.9211936679	20163.048778667	20287.7861112956	18492.7976326878	23991.0380665936	14904.1605809818	19615.4648568819	15346.3218822725	17544.1101570442	18162.7860705205	12546.531837775
Energy and Precursor Metabolites Generation; Central Metabolism	52388.9021164754	56449.3067140468	47306.3382743741	48844.2480851677	46475.3142392752	53087.462022795	55930.2037162656	58818.3179780183	53864.0278653125	59434.8769288112	53503.9897937156	53176.2668245322	56937.2447306966	53646.7477302952	53574.9290423803	49642.5409706748	55724.5795183288	50930.2798733351	49695.0466245586	55162.9745524303	56322.9150800833	59361.6466131084	50551.8515478057	56275.7872523101	55821.0686174615	56789.3007827653	56381.2769395747	56222.2352717193	55684.3639153336	54123.8784938988	57019.3652623692	58082.7176960359	51226.9255143917	50126.6306086754	66045.246644008	50320.388217195	59191.7802490436	57008.9894799936	55050.9192669184	53150.8350513904	54877.9572785888	54188.9367131228	57201.2483250667	55053.9224642397	57569.7056635815	60726.3842991474	61607.4483980445	68645.5567022641	64923.0266958606	67553.3503148866	59382.3311667411	62108.001502516	65467.1690725723	68751.7252907589	48250.5870309952	50896.2617617477	56781.8200027076	55247.8685627078	54058.6158644048	106237.681678583	58674.5001468542	55814.6292831218	56469.864126792	60390.7864997153	52315.7630811584	51181.3385894934	54508.1672283048	56308.7474506001	56817.0006067669	53312.8911438097	59555.772268399	57631.3195863573	56629.0072375842	57479.6246396201	56167.7598744523	59378.2283712361	47861.2423650545	52025.5560247593	60078.6941170362	55274.6137801787	56657.6385681411	50707.6853508095	58476.2649649188	57917.4093630758	107653.703101805	52542.9267379363	56351.1759449054	53026.3111387296	50516.1098686073	50081.2713911241	51246.5739723117	56188.9673163315	56085.937613989	53338.2540576505	58533.7388682604	56666.4101630307	55561.6419323174	56802.8938068326	57657.397924682	55593.6238196679	50497.7987752819	53370.073019083	55971.2032472413	52125.1835025739	54084.0680075267	57639.9740561542	50905.3789359985	50688.4576400778	51283.0523182744	61482.4287567664	61488.9432299877	52667.1718522157	54034.996869249	54717.9605621344	55248.6826038529	54250.5119218078	50846.2208603769	53891.9597093487	54199.5763703425	55174.2719090803	43363.08501016	62237.0394883896	53716.2784804567	70568.0326388293	59374.298647265	58759.5238071038	54462.3527233822
Energy and Precursor Metabolites Generation; Fermentation	9897.83108281085	8668.53802754248	7780.8489987335	7837.03951529936	8787.52676928416	10662.3114896169	10073.2426253514	9234.0161450278	8233.46799187118	8756.3332863253	9485.00039261256	10358.9700292367	7208.79609470423	10022.3173843876	9240.57449923429	11680.5388483254	10267.3604673651	9706.84723243241	10535.191076912	9597.934350585	8364.32340110926	8679.55190111441	9682.54337923312	8422.73125458881	9397.91037195451	10784.5536182633	9684.74292938148	8582.81034946216	5589.20578065396	9406.86374777563	7937.26863090406	7710.37854464414	8374.8338027794	10621.8206491617	6203.6896336288	6979.90628259294	7632.9893732125	10653.5773329616	9788.97251156571	10837.869966739	8973.60613752371	11174.6503485267	8378.50643357212	8399.28486806261	10072.1174412312	9449.75330204311	7402.14733964344	9861.86388874602	8629.04056823181	6775.43317940479	7592.96128004102	7004.53000404663	7485.29316860198	5802.72221813369	8914.27639545892	7972.66302053125	8164.89734438228	9564.21249023246	7322.21135648226	4079.74987010901	9054.23835257252	8445.96439831013	9666.19655897241	8179.80870217485	10853.4441136845	9851.41187944144	10597.9125625648	7707.23130687619	7529.48451343247	10600.5753631199	8061.21804673099	8948.13655125677	9615.54725146813	9602.49210302366	10575.7372245307	9113.92687217952	9987.14325415255	11962.4939457717	7189.2422036111	6949.99223411398	8845.19685057281	10819.729288207	8458.42947449093	7701.81724881331	10025.1873183524	9918.7504234734	8778.88202452194	10355.2680286508	9730.72231970983	5495.13088888608	10419.4240768731	7588.80397097022	8980.83997406699	9736.47617354325	10080.8180150433	11045.1881157544	9802.60302558574	8325.2073997811	8186.99451600871	7749.01153431017	10589.9016982496	8101.06955915863	9176.48001484866	9518.27880823751	9956.94379327651	7588.05464940537	9597.9814242833	10548.6390067886	10751.6573558898	9860.56985686166	7841.21783508805	9649.69023895115	9917.17488515731	9354.02101765823	10409.176230553	8955.79836659678	9441.5413592752	8882.21577366734	9992.04080988208	9754.24202118886	7839.86532051981	8655.60636780542	9756.05598310983	7461.48753586351	7907.54517071463	9366.50801825428	8185.67408800595
Energy and Precursor Metabolites Generation; Methanogenesis	0	0	0	0	0	0	10.4879537984657	0	0	0	1.750780709593	12.1101832637267	0	0	0	0	11.2168683753374	0	0	0	0	0	0	28.5287975881072	0	42.6073232249821	0	37.6276890412702	0	3.1466344699032	68.2441893931794	1.77014401392264	0	0	0	0.996370329643073	0	0	16.2219425047336	2.56782687456878	0	0	35.07705950587	0	12.4445613878668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76384417361002	0	1.81195886509106	5.09547135979329	0	0	2.26002418188207	0	0	0	0	0	0	0	0	0	0	0.994033905535644	0	0	11.1858322485903	0.917360272575892	5.06299088974068	0	0	4.54808899702006	8.15681183318811	4.06208415363375	0	0	0	0	0	0	26.0126167561711	20.4887286485481	7.36064191589558	0	0	0	0	0	0	0	0	0	0	0	0	114.657038345563	0	0	0.702258315267657	25.3439268936326	0	0	0	0	10.8692332191383	0	0	0	0	42.3346810545447	0	0	0
Fatty Acids, Lipids, and Isoprenoids; 	218.033502543487	51.7748106563541	44.6462486379353	43.939171865874	43.4369028826349	168.691759258714	250.39989693837	57.9573239820175	56.2544785931605	28.0226527589409	59.5265441261621	133.454219566269	695.469511936519	72.6823602490402	76.1150170397973	171.591859544567	197.416883405939	122.939880953752	115.595885007595	91.3832353973401	64.1763943819125	25.5280938268071	90.5184076715927	80.8315931663036	106.625823570183	77.4133055777845	82.0697534554808	111.19824522644	350.535295743636	105.936693820075	25.4561658847574	9.29325607309388	18.4962412429266	19.6249734852592	350.54955285743	137.997290655566	100.114157040449	636.791451269324	128.364936341805	140.802506955521	311.735423713261	397.879376426061	509.318904025233	238.54471224692	225.916652887429	0	297.543943680125	320.008107513675	103.000566280629	963.208896093691	192.669673183086	270.919011726762	309.793122801353	143.631738072616	154.264362838597	64.5102482488396	15.6715879930562	265.059006657713	78.5926084774483	0	564.515172459847	304.297842904372	265.904963452112	43.311506558243	119.922237549974	90.8239664953747	145.771559731394	36.6659807900603	12.6845998541634	115.644780408783	95.2847635978666	772.286554416246	402.069799667645	653.756321931299	94.4743206987034	294.029257087198	211.458386958384	10.4373560081243	1222.05595644281	524.330043647534	437.645686726097	161.684748041501	159.484213026831	321.875157559	360.186370719249	197.841871370373	224.992059732105	386.768441199556	14.5107121232397	1.42416246958302	72.5635042557585	758.476145986569	356.659363337489	161.54540488423	347.825846911087	169.787743144935	202.826577238011	691.086460592714	792.064194993253	331.755667310554	190.266088880434	153.93176173287	0	384.8366512065	83.1355764041104	94.9481540486557	342.33698620581	159.114562677635	11.3867870325969	44.5458088166884	804.513277335315	446.972132384789	218.753465205875	158.399543085204	420.862928480769	127.99711823631	163.38884923344	314.22933161559	441.562599527493	542.515051555459	335.602854431104	8.30495280493057	247.196166842949	179.922394481815	798.009145668449	413.115934084068	45.8061836914596
Fatty Acids, Lipids, and Isoprenoids; Fatty acids	13462.9648991816	12980.714376124	26719.8349156532	23971.0849561448	27701.7124447381	21513.0426963331	15075.3410901072	13148.082209645	13121.5803639126	12629.7333463383	13284.3404308219	13567.6495862702	14065.1673692942	13775.3059102315	15835.4725579692	15353.7263688122	16341.1878652925	13493.9779367472	13992.1006611296	13912.7293784064	12485.6703279401	12731.3770314228	13776.6991331165	12125.9559772236	12320.7667290932	15041.8424917685	14364.1817953003	12502.3144906529	12037.5144078501	13300.1995720447	9860.31173989582	10755.0894680202	19344.4260199236	16981.9568180683	14399.1049977451	12485.1963388657	11120.6907797833	16568.519249893	14158.8254453829	14361.4481178958	15495.4360053026	14711.0899219837	12788.9288622235	14437.7094589973	14474.1872981748	12322.0580120526	19124.4341366921	15290.5728554959	29033.6954596263	15388.6984527265	15542.7242679526	18888.6266072354	10483.4672507461	31144.1485387456	15666.8840534882	17228.2545975668	13543.6102234276	14364.725610811	11234.0648808181	18771.113949404	13862.734962331	12071.3027209878	14209.5000602079	11215.2971124898	14908.6458814387	13366.6594860109	14494.4094925277	11135.2897867193	11902.7519917238	13922.5217748842	10098.188498708	15294.5319621533	14480.2515637536	14445.1115303546	15500.8919269707	14760.4087197093	16119.9359524833	16342.2310010357	15705.4756226986	14325.9387830574	14750.617163313	15359.6633700179	13292.1090685171	12715.7094742238	14167.3305816238	13768.8220632749	13187.250400749	14808.3623236038	14441.3601324411	11868.3800113389	14773.5129939092	14902.3321857752	14085.6236105803	14319.60585229	12943.6922934653	13328.3738241057	12863.2085629691	13959.9118630475	14566.8773109841	11724.7868482871	15481.1419184345	11427.8758681035	13967.9938035727	14066.6999836061	13945.3157723075	14740.1275576356	15387.7093385371	15544.606747112	14438.1748433559	11403.0814656401	13840.3634717739	15793.8735856842	14767.438982606	13971.1414135304	14315.4097885995	14027.8746486127	15529.9989707614	14466.8524133328	14571.6498915691	16267.1272416398	14954.5479910614	11871.8641223244	16364.8791518642	13816.981529177	15566.360218104	14750.9412633526	21795.2521547838
Fatty Acids, Lipids, and Isoprenoids; Isoprenoids	10549.8550808933	7986.42049196749	7133.47839348344	7140.11542820452	7029.53878317307	9600.54571075327	10384.3852547059	8310.14880202874	9730.4621722114	7522.31613219839	9506.3015579126	10613.8490196607	8519.50152122236	10433.501628989	9993.26744551672	10856.759946601	10536.0044649545	9502.64291319809	10875.9950080823	10265.1491269797	7470.13230605462	7498.87756162458	10368.6494994508	9208.85812146109	9433.27977944947	10367.681967555	8924.53709367487	9955.05098426202	8002.16077502336	9715.75836490446	8484.48592733456	8690.9645723567	7654.80155439404	10355.7060087016	6546.32179004318	9906.91018764108	8244.7583828418	8954.52757581376	9710.77216916517	11096.0078961575	10688.9280861681	10204.0378563178	9264.20218609533	9733.2520089171	10239.9594743086	9591.97795308215	7352.13283059179	9409.9226140995	4715.72695723994	7901.38082913101	8106.42216849578	6536.78948807393	7445.23121948154	4481.31022786562	12120.7713658898	11602.7220234226	8603.70180818786	9696.74199356132	10531.4095359781	2537.40540701902	10903.3652648915	8997.96173103573	10427.3702788828	8793.69168028327	11277.0248684042	11151.4679549342	11280.9107038644	12653.5564050663	13654.267043015	10121.7137702822	7044.21200326309	10245.6682885889	10783.3627173463	10439.9468134231	10328.7780353359	8373.9532418434	10812.9078347053	10098.3904463366	9609.93881076196	10553.9505931147	9747.05457561541	10156.0955776877	9248.81860783379	9250.34639049257	5402.79556078873	10512.40237339	9735.15492291001	10788.6053631831	11323.192360168	8903.86375983303	10713.8630858326	10844.5413517773	10411.6531913128	11015.3772955434	10205.8643798783	9468.81556280686	9894.33843316719	10247.4785349642	10523.02441098	8788.99912534914	10194.676196871	8866.0277290357	9904.20860403395	9825.61662654893	8729.23552243159	13190.2250816433	11263.7377794065	10471.5004050128	10255.6995206923	9183.21532627514	8749.32776916254	10250.4130210924	10867.447428767	10511.3936791341	9688.78666959636	10359.7667572513	10859.5231579797	9699.21203586788	10980.9145904649	10382.2645891006	11602.2701103325	7734.67937899201	8647.61198577169	8276.43014616349	10664.3040375693	9937.96749595092	6625.53728394326
Fatty Acids, Lipids, and Isoprenoids; Phospholipids	11531.0383319441	9601.12920535297	13012.70429084	12184.5415925586	13586.3047995744	13055.8916199391	11647.0474924262	9642.17665649606	9961.2543558153	9340.49850697995	10262.4929260643	11576.2625838908	9561.43277171608	11343.8299108365	10625.8376049868	12382.4886049101	11088.675593905	10548.5658347535	12050.9852432851	10655.5396475456	10102.4646424739	9368.02027915309	10504.5088599306	10606.814487084	11267.6678847932	10748.2588085865	10041.3001666311	10213.3341811289	9660.47224344189	10856.1836059815	9472.59524779443	10192.5313784526	12249.4440338155	10285.6467224043	12919.2616984394	10710.4021999477	9379.82136712679	10737.489969629	11811.0216915247	11640.163018204	10641.1527610565	11156.7257171651	10168.2449110763	9674.45282984571	10427.5623768425	9803.93866469889	10288.9654260234	10702.7714089614	9825.00001529585	9366.08502511237	9800.63732615305	9227.33236270639	9905.64233297204	13553.090804532	10044.0529697648	10930.990057987	10702.7990799435	9929.40489940531	9345.03539848516	6510.5416045642	10188.8391596183	10251.4985445671	10512.0879842013	10361.443430638	11856.8898242683	12003.6039128101	11721.9598039686	11703.8653577983	13196.7086939899	11327.8189078018	10515.023947965	10880.1820185857	11066.0304321335	10607.503736965	11441.4321809783	10008.1958555204	10210.1275616926	10849.4043626953	9991.81890809969	10149.2013436181	10567.348940512	11781.5269292247	9663.22441215906	9441.73300942467	7900.08773110885	11464.9382507103	10705.1940596816	11242.9757273313	10910.922299158	9709.79323233444	11364.0041164637	10112.2982153512	10006.9549979469	10792.7715739321	11169.099191399	11622.8655008233	11308.3333232889	9437.16262813099	9638.76776490163	9450.57247867301	11174.8003375959	9662.99555002809	10791.5134506387	10516.6234319356	10872.904070598	9112.08719356993	10167.2557587062	11025.6396372101	11940.5102191535	11785.8397139189	10577.1624523528	11369.3089643282	11279.0644359559	10960.0415278345	10326.5156660588	10415.0036088711	9963.27418805191	10095.9722882316	11254.8632621026	11695.7723068221	9809.58337596316	9190.3398687248	10076.479203474	10182.9019496532	8542.95851354269	10471.4450986826	11327.5887808754
Fatty Acids, Lipids, and Isoprenoids; Sphingolipids	123.403995997402	200.861313630675	0	87.878343731748	0	19.8460893245546	157.319306976986	24.8388531351504	328.15112512677	264.213583155729	128.682382155086	308.083062229208	743.710171724023	262.065974982455	158.572952166244	4.13927731357508	118.898804778577	159.853944425505	43.7911987772505	291.020457342299	487.740597302535	197.842727157755	266.873236411075	211.588582111795	199.794018922771	82.814233873909	306.335229475538	453.778697691736	970.713126674684	188.798068194192	841.136715298472	729.29933373613	163.823851008778	51.8099300010844	435.72981803774	1169.73876700097	525.599324462355	0	173.504254615847	9.41536520675219	81.2643625919184	67.6456435963937	613.147000162608	401.759515363234	170.394763618484	831.295846010463	376.380373202209	33.685063948808	2.12372301609545	2.11578011223216	439.273858589431	430.691762232289	26.9008033805097	459.621561832371	38.5660907096493	52.1294935344158	391.789699826405	88.3530022192375	0	895.554849536124	17.9649871284651	494.8761311151	73.3843340361878	120.107539195128	26.0072322397534	112.263100217459	77.9708342749315	293.327846320483	59.1947993194291	213.045346096587	135.685503363362	13.5488869195833	54.3914052600792	10.0771687388254	9.94466533670562	70.5670217009275	42.7951497415778	54.1748478516926	66.9008735278911	302.325410514182	195.752064350331	200.90189969412	243.023562707553	260.52445638668	0	65.6946188458453	301.80203782796	35.398161910237	0	1027.10597306327	72.350708055595	130.370983120943	294.759804411148	80.7727024421148	121.144472321597	240.154770224785	117.770270654329	32.9781609265295	1.59851502521343	506.334368721014	200.227664214488	632.717307608397	283.991644560113	210.30267165596	0	11.0084816288296	37.9647135754053	62.1946173332773	0	98.7754891152657	7.86810051183682	10.5365639147779	89.1868060389924	25.3439268936326	113.708080931932	383.991354708929	23.3412641762057	377.075197938708	17.9342348115782	13.9312507066093	68.4903784553274	55.3663520328705	207.966182430014	190.506064745451	241.820953232863	197.073162432961	163.593513183784
Fatty Acids, Lipids, and Isoprenoids; Steroids and Hopanoids	532.476376959943	510.886384669325	317.484434758651	695.703554543005	593.637672729343	605.305724398914	537.50763217137	538.692627368573	504.727682933079	563.749837856341	530.924250184078	520.011269344426	441.201034306549	872.188322988482	608.920136318379	453.062716867672	648.334992094504	520.648790879858	483.474154147365	673.424150081937	385.058366291475	708.404603693897	494.339752240983	487.366958796831	489.650626686376	865.648785239954	545.522478851137	576.770696199768	302.82930874894	526.012395552152	639.383060148002	506.703723985357	549.602596932676	547.144260769027	807.574437190246	482.243239547247	434.423931443375	504.361370695615	950.570565684989	503.722038561242	532.881066176514	485.511232903207	453.897150005958	455.118200997414	472.414695762483	527.912956871597	2357.46355377329	690.543810950563	1457.93585054952	658.53655993226	696.599965100399	967.567899024151	602.881714471261	459.621561832371	575.736639879764	600.792412984142	940.295279583373	817.265270527947	510.851955103414	2238.88712384031	621.864939062255	436.055671790801	607.459209521777	648.580711653689	712.309194122136	662.4692320124	751.45804047579	219.995884740362	255.101397067064	491.122489827629	545.79112588858	437.629047502539	504.453621333676	467.328700263029	428.86369264543	399.879789638589	565.567273055361	612.821902762724	438.572393127286	486.414645629253	794.194089649914	623.575645283463	540.896193387296	514.352181307368	540.279556078873	671.853813504241	534.271175073821	528.941386576737	554.309203107756	279.705509026105	526.670595404699	575.552518506797	579.939915178934	747.147497589562	580.081353662615	676.799806997121	615.431449079047	584.392410536295	573.467265295317	516.438602243163	409.420746229626	474.877785919836	514.734855765205	462.407308784518	549.132359932413	760.273262491048	629.690594129999	483.044861288454	611.090904082701	804.923397574596	515.360583525312	669.903642581669	533.716319603419	494.206574425835	487.013856066956	511.988472945238	554.355024184885	411.989568118218	538.298775177824	547.337407569285	589.017254715816	658.859589191159	468.396560882146	412.763140281811	652.916573728731	530.095190929302	523.49924218811
